status_message,word_counts,char_counts
"Você já sabe, né?
🍻 HOJE E AMANHÃ É DIA DE HAPPY HOUR EL PATRON🍻
Chopp Devassa em dobro toda terça e quarta!!!
Aproveite nosso cardápio de entradas com preços super especiais.
Chama a galera e vem curtir!
👉Das 18h30 às 21h#
...
#HappyHourElPatron #ElPatron #ChoppEmDobro",46,225
Boa tarde com aquele gostinho que a gente ama. 😍❤️❣️ #amocairu #cairu #amelhordobrasil #sorvetescairu #sorvete,15,96
"Seu sábado é no El Patron! Vem saborear nossa feijoada #top e curtir a atração musical Cacau Sinimbú. Chama a família, os amigos e vem curtir com a gente!🍻✨
⏰ Das 12h às 16h. 
📍Rua Antonio Barreto, 127.
#FeijoadaElPatron #Sábado #Almoço",41,195
"Ziggy's lost control agaaain 👽. Gente, essa quinta-feira tem Roquerági Especial Joy Division com DançA NO EscurO com direito a show de banda pós punk + discotecagens. Entrada free até 20h!",31,158
"Noite de sábado para saborear um suculento filé com bacon, requeijão e mozzarella, acompanhado do arroz do cheff e muitas batatas chips. Este é o nosso prato Ibiza. Vem jantar com a gente, já estamos te esperando!
-
☎ Delivery Cité de Seg. a Sáb. de 18:00 às 23:30 e aos Domingos de 11:30 às 15:00 e de 18:00 às 23:00h através de nosso aplicativo; ou pelo site citebelem.com.br ou através do número 3349-5777! -
-
#vemprocité #cité #cite2018 #citebelem #restaurantecité #2018 #gastronomia #instafood #tasty #belem #pará.",87,434
"Vamo de batatinha com cheddar e bacon agora!
Porque sexta Pode!",11,53
"Clubinho, Sábado 19 de Maio de 2018",7,29
"SEXTA TEM OFICIAL SAMBA NO BOTEQUIM COM FERNANDO JACARÉ, BILÃO DA CANÇÃO E TRAMA DO SAMBA.chop 1 real,cerveja 600ml 5 real",21,102
"Estão ESGOTADOS os camarotes avulsos & fechados para a festa MEU ❤️ É BREGA desta sexta, véspera do feriado, no Mormaço 💥 Garanta logo o seu ingresso pista mais barato na Locus do Pátio Belém 👊",36,158
"Quinta-feira especial hoje no Cité! Que tal um sempre na moda filé à parmegiana acompanhado do especial fettuccine ao sugo? Vem jantar com a gente, já estamos te esperando.
-
Delivery através de nosso aplicativo; ou pelo site citebelem.com.br ou através do número 3349-5777! -
-
#vemprocité #cité #citebelem #restaurantecité #quinta #pratomilao #gastronomia #gastronomia #instafood #tasty #belem #pará.",58,345
"Sundae Brigadeiro de colher , maravilhoso , uma das nossas taças mais pedidas ! ❤️😱",15,69
"🥂 “Aqui começa o nosso felizes para sempre...” 💍 É uma honra participar do início da realização de tantos sonhos! 🌹 ⠀
⠀ ✨ Esse espaço é o “aquário”, o cantinho mais charmoso do mezanino do @restaurantecasamia. Ideal para mini eventos com até 15 convidados! 💐 ⠀
⠀ 📸 @sidleite 🎈 @balao_magico_belem 🍰 @telmaconsolacaobolos 🍬 @quitandinha_ 🍥 @cristinapingarilho ⠀
⠀ 🍾 Conheça os pacotes de eventos do @restaurantecasamia com ESPAÇO + BUFFET + DECORAÇÃO por @mia.decor ✨ WhatsApp (91)991599728 📲",80,412
"Acompanha o vídeo com a gente: nibs de cacau, crumble de chocolate do Combú e doce de cupuçu. Esse é o nosso mousse, A Jardinagem. 😏

Vídeo: Carlos Fernandes",29,128
#vemBD,1,6
"Rockzinho de toda sexta, hoje tem!

#beer #cerveja #ontap #pub #melhorescervejas #beerlovers #beeradict #cerveza #happyhour #cervejagelada #cervejao #cervejartesanal #cervejando #cervejaoliquidosagrado #IronBelem #PubBelem",22,200
"Temos sobremesas refrescantes com sorvete, já experimentou o Sônia Braga Frozen?
Bananas caramelizadas com açúcar e canela, mais duas bolas de sorvete de creme.
Veja mais opções em roxybar.com.br

RESERVAS - Roxy Bosque Grão-Pará
Segunda a quinta, menos nos feriados.
Horário para realização das reservas: segunda a sexta das 10h às 12h e das 14h às 18h.
Mais informações e reservas ☎ 3349-9197/ 99375-9484

DELIVERY - Roxy Bosque Grão-Pará
Sexta, sábado, domingo e segunda: 12h às 15h.
Todos os dias: 19h às 23h.
Ligue ☎ (91) 3349-9197 / 3199-3211 / 99185-7405 / 98733-2426 / 99375-9484

DELIVERY - Roxy Senador Lemos
Todos os dias: 19:15 às 23:30.
Ligue ☎ (91) 3352-6457 / 3224-4897 / 3224-4514 

#bosquegraopara #roxybarbelém #belem",117,614
"Todo domingo quem faz o clima ficar perfeito aqui no FICA DOMINGO <3
É o grupo VIBE POSITIVA, que VIBEEEEEE! 
Todo domingo a partir das 18h até 1h da manhã!
#Curte #Marque2amigas",32,146
"Galera, o show da Selvagens à Procura de Lei vai rolar na sexta-feira, aqui no Ziggy. No sábado, os rapazes da banda retornam pro club, mas atacando de DJ's pra fazer a tua pista indie dos sonhos. Quem participar do show na sexta tem 50% de desconto na entrada do sábado ATÉ 23h. Entrada: R$ 20 a partir de 22h // R$ 25 o resto da noite (17/03). 

Ziggy apresenta: Selvagens à Procura de Lei - DJ SET",78,321
"Para matar aquela vontade de comer um salgado sem culpa neste fim de tarde, você pode escolher qual delícia levar pra casa na nossa estufa de salgados! Para manter os seus salgados favoritos bem quentinhos e macios enquanto você deixa o carro no nosso estacionamento na Av. Senador Lemos, 730. A primeira hora é grátis! 💛",56,266
"É HOJE a primeira segunda do mês de maio, OU SEJA, #ChedDay aqui no Spot! O Ched Melt vai sair a R$10! Marca todo mundo e vem fechar com a gente. 🍔🧀💸 #BurgerSpotBelém
⠀
*Válido somente na loja// não válido para o Delivery.",43,180
"Programação especial!!!
O Restaurante Govinda convida todos(as) para ciclo de palestras com Kaunteya Das. 
Kaunteya é um líder espiritual Hare Krishna . De origem italiana, natural de Roma, é PHD em psicologia e atua como professor de Psicologia Indovédica e filosofia no Bhakti-yoga College (Flórida, USA).",46,261
"#TBT de um grande momento que fizemos parte: o casamento de Ive e Claudinho, realizado no Espaço Remanso, o nosso ambiente especial para eventos. Obrigado por nos escolherem para esse dia memorável. 💐✨

Para mais informações sobre reservas de eventos: 
(91) 3352-5335 ou contato@restauranteremanso.com.br

Fotos: Karina Santiago Cerimonial",48,289
"Hoje é dia do amigo! Se liga nessa promoção:
.
Já pensou em ganhar Open Bar de cerveja do Studio Pub para você e seu amigo? A gente vai te dar essa chance!
.
Pra participar é fácil:
1. Curte nossa pagina
2. Curte essa publicação
3. Marca esse amigo nos comentários
Depois disso é só esperar o resultado que sai hoje às 18h.
.
Boa sorte! 🍀
Prêmio válido apenas para o dia de hoje.",76,304
"Hoje é dia da nossa BLACK MONDAY!😎
✔Pão brioche, linguiça de 25cm e algumas cositas mais..🌭🌭
✔Apenas R$9.90
🛵 válido tbm no delivery 🆓️Sem Taxa de entrega
☎️32690565/32591480
@blackburgerbelem #blackburgerbelem 📍Av. Gentil com Alcindo Cacela, anexo ao posto Shell Redentor, com estacionamento privativo",43,260
Preparados? Próximo sábado o Coliseu do Rock te aguarda! Studio Pub Rock Festival UK X US Edition !!,18,83
"A indicação da semana é para todos nós apaixonados por culinária! O filme Julie & Julia é uma comédia romântica e conta a história da chef Julia Child ( Meryl Streep) nos primeiros anos da sua carreira. Paralelamente, o filme também acompanha uma jovem cozinheira, Julie (Amy Adams), que tem o objetivo de cozinhar todas as 524 receitas do livro de Child em 365 dias. Super divertido e disponível no netflix!

#belém #pará #sushilovers #culinária #amazônia #sushi #gastronomia #cozinhaasiática",79,414
"American ROCK! 

Neste sábado tem programação de peso para os amantes do Rock Made in USA! 
É show para cantar do início ao fim e para fã não botar defeito! Venha viver a experiência de estar de frente para RED HOT CHILI PEPPERS com a banda RHCP Cover Belém & cantar os sucessos de Chester e sua turma com a banda Esquecidos LINKIN PARK COVER! Por que ficar em casa na noite de sábado se você pode estar com a gente e uma Heineken trincando na mão? 

Studio Pub - Live a Real Rock Experience With Us! 

Compre seu Ingresso antecipado ONLINE no Sympla! https://www.sympla.com.br/linkin-park-cover--red-hot-chili-peppers-cover__298652

Quando? Sábado, 02 de Junho 2018
Onde? Studio Pub 
Quanto? R$15,00 antecipado e R$20,00 na hora primeiro lote 
Atrações: ESQUECIDOS LINKIN PARK COVER & RED HOT CHILI PEPPERS COVER BELÉM",135,675
"Funciona assim: Confira o seu mês de nascimento e dia do aniversário para conhecer seu verdadeiro nome de cachaceiro. 

Não esquece de escrever o resultado aqui nos comentários! 

www.cachacameugaroto.com.br",29,175
"No almoço, você tem encontro marcado com El Patron. Vem relaxar e curtir o melhor de nosso buffet!😉🍻 . . . 
#BuffetElPatron #Almoço 
#Buffet #ElPatron #Refeição",26,133
Aquela amiga que é assim kkkk,6,24
A sobremesa que faz sucesso por aqui é nossa Taça de Chocorango. Já experimentou?,14,68
"Hoje é dia de jogão! A casa abre 16.30 hr com Happy hour a noite toda para ninguém colocar defeito, sem frescura, vem! #thewaypub #vemquetem",25,116
Se liga!!! Delivery pelo telefone com taxa promocional!!! 😋 #blackburgerbelem,10,68
"Os 100 primeiros a comprar ingresso c/ Open Bar de Heineken para o St. Patrick’s Day Studio Pub 2018 garantem brinde exclusivo Heineken !!! Eles chegaram e estão lindos! #stpatricksday #StudioPubBelem 

ST. PATRICK’S DAY STUDIO PUB 2018! 
Dia 17, sábado, vai rolar a maior celebração ao St. Patrick’s Day de Belém! E com ele o tão aguardado OPEN BAR de Heineken com direito a brindes exclusivos da marca para os primeiros 100 que comprarem ingressos!
Teremos cartolas personalizadas, suspensórios, camisas e muito mais! 

E para a festa ficar completa vai rolar: 
- Jack Brandal Irish Band com o melhor da música irlandesa
- Banda U2-4U tocando os maiores sucessos da banda do Irlandês Bono Vox
- The Cranberries Cover para matarmos a saudade que a irlandesa Dolores deixou em todos nós!

Corra para garantir seu ingresso! Serão disponibilizados apenas 150 ingressos com direito a OPEN BAR!!! Vai perder essa???

Horário do Open Bar: das 18:30h às 22:00h (03:30 Horas sem parar para acordar o irlandês que existe dentro de você!)

Ingressos:
INGRESSO C/ OPEN BAR DE HEINEKEN R$59,90 (apenas 150 unidades)

INGRESSO SEM OPEN BAR R$20,00 (Primeiro lote) * Acesso à casa apenas após o fim do open bar
.
Onde comprar?
Studio Pub - Tv. Presidente Pernambuco, 277.
De terça à sexta, a partir das 18h.

Online no Sympla: https://www.sympla.com.br/st-patricks-day-studio-pub-2018__257494
.
Entrada exclusiva para maiores de 18 anos, sendo obrigatório apresentação de documento oficial e com foto.
.
OBS.: Não aceitaremos mais identidades com foto de criança ou manchadas por conta da dificuldade de identificação.
.
Mais informações:
Tel: 3252-1413 / 91 99161-3677
Instagram: @studiopubbelem | Facebook: studiopubbelem",269,1431
"Essa delícia merece uma caipirinha para acompanhar. Fica a dica!

#beer #cerveja #pub #melhorescervejas
#beerlovers #beeradict #cerveza #happyhour
#cervejagelada #cervejao #cervejartesanal
#cervejando #cervejaoliquidosagrado
#IronBelem #PubBelem",25,220
"Essa quinta, a voz de Karen Tavares vai animar o Happy Hour da noite com muito samba. A ocasião ainda traz a promoção de Colorado & Burguers, pra todo mundo comer e tomar umas cervejas diferenciadas rsrsrs

Happy Hour + Karen Tavares no Café do Ziggy",46,204
Então vem!,2,9
"Sábado é dia de saborear nossos camarões empanados acompanhados de arroz piamontese e batata frita do melhor lugar de Belém! Deu água na boca? Então vem pro Cité e aprecie nosso prato Turim!
-
☎ Delivery Cité de Seg. a Sáb. de 18:00 às 23:30 e aos Domingos de 11:30 às 15:00 e de 18:00 às 23:00h através de nosso aplicativo; ou pelo site citebelem.com.br ou através do número 3349-5777! 
-
#vemprocité #cité #cite2018 #citebelem #restaurantecité #sabado #pratpturim #gastronomia #instafood #tasty #belem #pará.",83,427
"Na dúvida do que pedir… peça todos! O que não falta é opção. 😎 

Nossas unidades:
🎌 Batista Campos - Rua dos Pariquis, 1712
🎌 Av. Senador Lemos, 356 
🎌 Av. Duque de Caxias, 510

🛵📲 Delivery:
2121-4463",38,159
"Por pouco nosso mascote🐻🐻
Foi com a @babimu pra São Paulo😲😍😍",11,50
Almoço de qualidade é aqui!!!!!,5,27
"Bateu a fome aí? 
Então imagine chegando para você nosso delicioso e aclamado William bonner!
Tem como resistir? É só ligar que a gente entrega.
Faça seu pedido: (91) 3348-6800 WhatsApp: (91) 98414-1679✨📞
. . . 
#DeliveryElPatron #Saboroso 
#Prático #MelhorDelivery #Top #Belém #ElPatron #Instafood",44,252
"O Delivery da Mia leva nossos pratos no conforto da sua casa.
Liga pra gente!
(91) 2121-2661",17,76
"A Roquerági dessa sexta vai trazer mais uma vez o show da Maraú pro Ziggy, mas desta vez com BANDA COMPLETA! Bora, te arruma, que vai ser doidêra demais. Lembrando que hoje tem promoção de 03 Brahma Chopps por R$ 20 (enquanto durar o estoque, vcs bebem pra dédéu).

> Roquerági com Maraú e Cais Virado no Ziggy Hostel Club <",61,263
"Estação Brahma, Domingo 13 de Maio de 2018",8,35
"Nossa cliente com a MEGA TAÇA HAPPY DAY😲😲😲
Lembrando que serve 5 pessoas,você tem coragem para consumir sozinho🤔🤔
Você conhece alguém que tem tamanha coragem😲😲",25,135
"Aproveite o sabadão para saborear nossos cortes especiais. Experimente nosso prato Texas City, com o nosso famoso T-Bone, com contra filé e filé mignon acompanhado de baked potato! Vem almoçar com a agente!
-
☎ Delivery Cité de Seg. a Sáb. de 18:00 às 23:30 e aos Domingos de 11:30 às 15:00 e de 18:00 às 23:00h através de nosso aplicativo; ou pelo site citebelem.com.br ou através do número 3349-5777! -
-
#vemprocité #cité #cite2018 #citebelem #restaurantecité #2018 #gastronomia #instafood #tasty #belem #pará.",83,431
"A bebida é por nossa conta no seu pedido com o combo no delivery do Roxy Bosque.

Válido durante o almoço de hoje (23/03), das 12h às 15h.

Todo pedido a partir de 85 reais tem direito a DOIS sucos de 300ml (acerola, maracujá e cupuaçu), ou UM refrigerante de 1 Litro (Pepsi Cola ou Guaraná Antarctica Normal), Guaraná Zero está em falta.

Ligue ☎ (91) 3349-9197 / 3199-3211 / 99185-7405 / 98733-2426 / 99375-9484

Saddam: Filé alto com queijo e presunto, acompanhado de arroz à piamontese, batatas fritas e farofa de ovo.

Cardápio: roxybar.com.br

#bosquegraopara #roxybarbelém #belem",98,483
"Nossa Casa é cheia de histórias de amor, cada uma mais linda do que a outra... 😍 ⠀
Neste dia dos Namorados, surpreenda o seu amor com um jantar romântico aqui em casa! ⠀
Nosso cardápio tradicional será servido normalmente e teremos música ao vivo, decoração especial por @mia.decor e varias surpresas ✨❤
⠀
Estamos ansiosos pra viver o clima de romance juntos nesta noite mágica. 💘
⠀
Aceitamos reservas apenas por WHATSAPP 9159-9728 📲",75,359
"Comente #EU QUERO e Ganhe uma mesa + lista de 20 amigos GRÁTIS.

Sexta. Inauguração Sambôtequim
• Nosso tom: Sorriso moleque: Vaguinho Db: Resenha: De Bobeira.
• 03 horas de open bar e balde RS20 a noite toda.

Sorteio sexta as 10h
informações 98968-3496/98146-5107",44,220
Depois do cortejo do Bloco Unidos do Camaleão - Ziggy Hostel Club vai rolar um showzão do Bando Mastodontes dentro do Ziggy. Entrada: R$ 10 a partir de 18h // R$ 15 a partir de 20h,36,145
Quem já fez a reserva hoje?,6,22
Sexta feira merece Me Gusta ! Hoje funcionamos até às 23h,11,47
"Pensado para ser uma sobremesa irresistível, o sabor insuperável do bacuri torna-se surpreendente na versão caramelada, feita com o creme da fruta e açúcar queimado. Um encanto para seu Dia das Mães ser celebrado com tudo o que ele merece. 🌹",41,201
"Neste sábado 24.03 prepare-se para o segundo Amazon Day. Serão 10 estilos de cerveja produzida pela Amazon Beer que você vai poder provar ao longo das 17h até a Meia Noite.

Vai rolar ali no @container__, que fica na Diogo Móia, 340 entre Wandekolk e Dom Romualdo de Seixas. E vá com fome para provar todos os burgers incríveis pensados pelo chef @renanbarata

Vamos ter os melhores DJs da cidade mandando um som legal. Bambata Brothers, DJ Faca e Bernardo Pinheiro. 
Então você não pode perder. E a entrada é grátis.

O Quê? AmazonDay no Container.
Quando? Hoje!
Quanto? De graça.
Onde? Container Burger, Diogo Móia, 340.",107,512
